day,month_year,category,class_name,location,time_of_day,duration,month,year
16,"October, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,October,2017
14,"October, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,October,2017
9,"October, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,October,2017
4,"October, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,October,2017
30,"September, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2017
25,"September, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2017
23,"September, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2017
18,"September, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2017
16,"September, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2017
13,"September, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2017
11,"September, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2017
9,"September, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2017
6,"September, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,September,2017
23,"August, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2017
21,"August, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2017
14,"August, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2017
12,"August, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2017
9,"August, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2017
7,"August, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2017
5,"August, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,August,2017
10,"July, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,July,2017
8,"July, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,July,2017
5,"July, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,July,2017
28,"June, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2017
26,"June, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2017
24,"June, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2017
21,"June, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2017
19,"June, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2017
17,"June, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2017
12,"June, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2017
10,"June, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2017
7,"June, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2017
5,"June, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2017
3,"June, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,June,2017
31,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2017
24,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2017
22,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2017
20,"May, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2017
17,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2017
15,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2017
13,"May, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2017
10,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2017
8,"May, 2017",Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00,May,2017
8,"May, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2017
1,"May, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,May,2017
29,"April, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,April,2017
26,"April, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,April,2017
24,"April, 2017",Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00,April,2017
24,"April, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,April,2017
24,"April, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,April,2017
22,"April, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,April,2017
19,"April, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,April,2017
17,"April, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,April,2017
15,"April, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,April,2017
12,"April, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,April,2017
29,"March, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,March,2017
27,"March, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,March,2017
25,"March, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,March,2017
20,"March, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,March,2017
18,"March, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,March,2017
11,"March, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,March,2017
11,"March, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,March,2017
6,"March, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,March,2017
4,"March, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,March,2017
1,"March, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,March,2017
1,"March, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,March,2017
27,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
25,"February, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
20,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
18,"February, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
15,"February, 2017",Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00,February,2017
15,"February, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
15,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
13,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
11,"February, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
8,"February, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
8,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
6,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
4,"February, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
1,"February, 2017",Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00,February,2017
1,"February, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
1,"February, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,February,2017
30,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2017
28,"January, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2017
25,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2017
23,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2017
16,"January, 2017",Other,Adults Advanced,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 00:30:00,January,2017
16,"January, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2017
14,"January, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2017
11,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2017
9,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2017
7,"January, 2017",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2017
4,"January, 2017",Other,Adult Fundamentals,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,January,2017
17,"December, 2016",Other,Adult Spar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",Unknown,0 days 01:00:00,December,2016
